original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,Class
478,801,1676503293,4.210745454,191,2.272377711,884,649.1315995,101.5865909,662,285,599,77.11359183,660.3193642,-0.385697474,4420762414,0.058697885,14649.82924,268.0396719,14078.15363,-232.8506244,79.61816834,7.0804888,0.836174612,1.931777565,2.548189696,3.170012787,0.481050571,0.416119641,0.98923038,0.93219561,-0.247315361,0.924211067,0.393535115,15.80813925,0.008748837,7.304553489,0.859096522,0.021229929,31.61627851,5.078949994,21.67466428,7.369433624,434.6530559,0.113043708,7.601165177,225.693368,23.49614127,263.363329,32.01170351,9948.128999,0.1506552,0.007293365,0.135762414,27.94604704,0.001932385,188.2088821,0.057653465,23.87420989,257.0557969,1.689319611,463.6798327,0.011169886,0.007697319,4.912841341,2467.847783,0.746809592,0.84843453,0.25825968,0.884082664,223.1060076,0.007081529,27.94074074,0.051742112,28.37194444,193.4944444,428.85,150256.0667,1.578575935,0.015185565,135.6925926,0.251282579,0.516382097,92.93741826,0.010135995,6.810770039,0.140442133,378.1503258,0.703992983,0.003740697,317.9671801,0.100491541,0.827864451,0.970548536,0.250666105,9.731883607,38.82409072,40.7566247,39.82957979,42.13538448,42.50134682,10056.34676,37.68066441,0.661035605,3408.417334,0.338931962,10138.85958,0
302,440,562430501,2.941936919,68,3.718419912,486,384.4491162,42.04177682,399,163,323,28.90999371,388.1032464,-1.053160191,1482971048,0.159399189,2823.006918,103.0644122,656.9968608,-48.7446338,13.90785533,2.490820358,0.69547047,1.0939051,1.936690898,1.274601599,0.608011078,0.573434595,0.988117213,0.932267754,-0.189123999,0.805758862,0.473414785,10.01046548,0.044754315,5.204268385,0.732899295,0.099502957,20.02093096,3.728969007,4.099668922,6.518078336,274.8821639,0.073616005,16.2928959,595.196572,4.625103961,102.6213176,69.37118372,8178.799143,0.655805845,0.013843498,0.078763014,6.435453932,0.002501961,410.7979562,0.144691343,5.092345575,99.20633005,2.316041049,250.0971677,0.028220248,0.015023231,4.029916268,1784.229798,0.621915611,0.758250587,0.511666099,0.813901628,78.61606877,0.013035897,27.14388489,0.097639874,10.3631929,74.19064748,6317.079137,765353.9137,54.22438285,0.036263529,70.61870504,0.254024119,0.518051639,38.90687646,0.024065366,5.881259446,0.074450991,6136.669789,2.136576636,0.002629509,68.36556069,0.038912624,0.260839414,0.69952622,0.217336622,9.754347378,44.88128742,32.94935745,44.46913431,45.35988901,45.7549946,9760.803223,31.39563734,0.676784019,3263.555987,0.33435322,9845.507813,1
412,648,1596870702,3.808434529,128,2.764074785,716,539.0359147,73.68336186,552,264,452,53.20267978,546.5380454,-0.575081228,4210498921,0.080173085,8144.117678,161.3599636,5708.874955,-169.0696061,44.74558421,4.230351405,0.82653394,1.450896887,2.24521393,2.074149461,0.546133898,0.496333286,0.988961098,0.933314177,-0.249044696,0.913386044,0.441402178,12.29747685,0.015028038,6.580807886,0.835989327,0.036238421,24.59495371,4.689237316,12.2439839,7.282928081,476.1092406,0.089058968,11.56034497,428.6053124,13.13538791,159.1717172,47.45716423,8956.378227,0.399380593,0.013141869,0.108319105,12.90870924,0.002714156,340.5391859,0.078784776,13.35596292,154.1838714,1.945225318,325.941615,0.022661667,0.014046824,4.662318374,3005.199276,0.687764713,0.808023252,0.366535577,0.853243204,128.2876338,0.012582917,40.7766323,0.070062942,15.53098098,107.4536082,1025.429553,196658.3574,6.815739654,0.028927066,147.9931271,0.254283724,0.517595502,51.82364612,0.017560789,6.443433095,0.108866442,941.054912,1.526436328,0.002833327,128.6337326,0.069185176,0.374719077,0.544561236,0.157021319,9.70947453,61.83539002,37.61980861,64.6875,65.50435339,67.25188775,13990.31982,33.67315642,0.599810187,4681.180446,0.334601389,14095.89844,1
2287,3790,58182721675,6.433762968,935,2.656542579,4676,3112.399552,495.8468114,3211,911,3765,378.8183887,3167.527996,-0.549517495,1.53E+11,0.013197208,346202.6358,8607.710142,7228944.112,-34597.98722,1719.369982,226.1022274,0.764729632,10.88395288,4.876737153,103.4044461,0.191945577,0.113213632,0.99062383,0.936654341,-0.214402448,0.964910657,0.116547483,90.74281565,0.000544358,11.3213251,0.815778748,0.002581598,181.4856313,7.220416071,486.3680523,8.011126593,2048.035351,0.353170435,1.093850284,76.53060873,554.0758008,8476.610623,4.420589757,44169.67218,0.000870887,0.00044243,0.587244663,4500.700039,0.000382923,73.38292669,0.013067811,555.0588779,8423.066921,1.102416451,9460.722267,0.00046622,0.000452655,6.624793185,5277.722126,0.939358322,0.968310186,0.034890509,0.976154801,8183.333537,0.000449465,46.85983967,0.012117879,562.476661,7805.776312,3.895784846,38769.97336,0.000943001,0.000594041,2231.322731,0.577016481,0.788050677,5879.06358,0.000560464,7.653078293,0.66683911,1.646948388,0.033014322,0.002233857,52539.11572,0.421729388,16.38709754,0.747833816,0.180996282,9.782832491,54.0499086,40.75656581,55.3125,56.94878456,56.94878456,15187.39014,40.42034942,0.61122725,4852.179394,0.319487374,15290.33203,0
919,1420,4116686187,4.898404063,251.75,2.799676482,1716,1191.434276,151.2863514,1218,600,1116,107.3460428,1206.092629,-0.408275377,10854543657,0.039155689,35143.79692,661.0180128,89267.44572,-800.9943056,180.3127582,19.8558795,0.800142869,3.264717984,3.218982539,8.8785455,0.368569718,0.282967685,0.990653901,0.935704628,-0.221580632,0.934175224,0.287843863,24.91709921,0.003854256,8.569720623,0.833017087,0.012012183,49.83419841,5.724118139,50.04215944,7.403576629,481.4968198,0.170140219,3.613345154,110.8106007,56.39465907,640.9918728,14.13568905,10450.68021,0.037646634,0.004999748,0.279280561,148.7670135,0.002207745,99.24325726,0.038355473,57.63974096,633.1532519,1.323658068,866.5160976,0.006141738,0.005185287,5.341541371,2196.904886,0.846800163,0.913699375,0.117734212,0.935550624,586.5614085,0.004976432,31.30096051,0.033405507,69.56459511,531.149413,41.47278549,32496.05229,0.07924834,0.00818061,318.6392743,0.34006326,0.603883935,296.084307,0.005696558,7.021006615,0.331095406,32.35070942,0.164046121,0.005071187,1615.742783,0.114906875,3.570140276,0.9583824,0.290216162,9.751530767,33.60092252,34.27918465,33.35656092,38.16212332,38.16212332,7387.646484,32.20253278,0.69031576,2657.298892,0.359694917,7461.914063,0
416,682,2031010824,4.000300306,142,2.751985666,869,543.668372,81.1683998,538,295,574,58.5890768,552.8100763,0.422087297,5355204321,0.070491741,10023.68178,142.294584,8241.465684,154.0378923,55.16728055,9.012340689,0.718777573,2.148121379,2.691398613,4.153417788,0.46307055,0.394036552,0.985477212,0.92312296,-0.169637732,0.834736529,0.369779277,11.43458935,0.009034176,7.323974259,0.727735822,0.020019905,22.86917871,4.8837781,16.04490531,7.226179544,779.7932591,0.11733272,7.259859854,468.4881132,16.14389195,142.9146855,29.55371652,3779.921306,0.396165395,0.012636938,0.149780656,23.10444531,0.002108314,398.4208391,0.069930476,16.33638491,144.6476928,1.662631536,231.1930208,0.021189959,0.012586378,4.675279041,4402.610602,0.762674523,0.856860113,0.255297764,0.892079408,129.9583266,0.011204518,66.45420561,0.062106734,20.15009258,159.4121495,278.5775701,35994.96168,3.126877956,0.014188327,273.4841121,0.255592628,0.52118994,82.57252901,0.008223742,6.838711758,0.160999097,239.9983789,2.268006498,0.001777483,309.1103845,0.077551797,0.357348611,0.713533075,0.162834825,9.814953967,60.27552128,45.9375,63.09841643,62.92434073,64.27832547,17409.92432,43.00857806,0.561062446,5789.89711,0.332563026,17523.63281,0
302,459,1293413406,3.338744548,78,3.148048464,618,379.1606206,48.07516909,377,207,411,32.5388095,384.1209072,0.233060596,3410367379,0.117930127,3786.095123,65.85122779,1245.832547,17.80845015,19.46175157,3.85501616,0.666711611,1.426794266,2.186951447,1.724086738,0.544040402,0.493152063,0.987370024,0.927122759,-0.160005296,0.771686713,0.441902443,7.870382459,0.022710117,6.07075512,0.676107455,0.053055835,15.74076492,4.166495951,5.829191933,6.816761993,850.0205339,0.096967891,9.369371968,1033.775496,6.137239325,65.25484828,44.76956423,2851.619895,1.073923231,0.028185748,0.088567584,5.895147964,0.00372371,811.9799577,0.114329987,6.385640109,65.43821953,1.974331365,128.0714382,0.05304405,0.029001141,4.213581008,5000.331992,0.690378963,0.809622844,0.369276924,0.851520302,55.81229826,0.025253974,56.16964286,0.083585778,10.94252232,68.13392857,4315.184524,260946.1369,80.67084333,0.050921789,152.610119,0.227098391,0.488445225,33.51318843,0.027852389,6.494691065,0.076659822,4145.021817,5.88040594,0.001180464,113.1146192,0.041981303,0.132816988,0.810585601,0.147352697,9.607038499,65.19757472,61.01130146,75,75.2106417,75.27044988,22973.40088,52.84821526,0.516352277,7568.7046,0.329455122,23113.47656,0
627,1125,18449813244,5.031421324,271,4.36860688,1805,886.021175,164.5613244,873,212,1593,111.1777108,911.7140113,0.865184506,13626197339,0.036271137,46188.91593,857.1116483,248817.7926,3160.593267,239.7270776,53.9631041,0.633255054,4.788345739,3.621689759,26.8931104,0.347737633,0.269907445,0.988276041,0.936500377,-0.166456181,0.80854546,0.252289219,28.47143432,0.003102001,9.210108074,0.784810241,0.010233449,56.94286864,5.886093241,73.42254542,7.941113607,3278.352676,0.147700157,5.607042255,805.0741575,73.92743113,855.8448369,19.40755091,16677.20202,0.029938819,0.001795158,0.241298426,216.6826783,0.000457804,712.7744682,0.035831167,76.39748621,856.4984749,1.531286851,1310.302923,0.00266386,0.001817385,5.535949663,16933.73929,0.838232094,0.895580631,0.231913351,0.927379804,794.7640572,0.001696789,196.6527415,0.032090852,103.7834415,891.2232376,145.1263055,133525.5927,0.181701374,0.002007601,2031.326044,0.33148271,0.595938251,553.1265365,0.001128091,7.546474561,0.276085781,132.0069675,1.064800356,0.00045984,5520.819855,0.118443253,0.803135934,0.617869756,0.239887492,12.94330445,53.95572879,38.4452043,54.30497338,55.66895592,56.24082417,16333.81546,33.33761297,0.642899917,4842.45787,0.296468261,16392.96139,0
742,1162,1174820434,4.628677671,200,2.760498938,1413,979.3612741,127.3787384,1006,528,885,88.34415723,992.3514852,-0.332696907,3097671066,0.048687896,25612.96504,398.2893706,44129.3542,-617.358465,123.0055547,22.01519496,0.689540634,3.569042223,3.264226458,8.557633174,0.343245939,0.253031294,0.98402075,0.914758427,-0.204172161,0.909521048,0.258686505,19.31325718,0.004983639,8.172020415,0.75309007,0.014114069,38.62651436,5.36516251,36.25518742,6.946452053,229.9823973,0.192776528,2.612657378,58.08466052,41.18420178,390.3696563,11.22464376,4560.403185,0.069061993,0.007660524,0.304131735,110.77974,0.002424939,52.92813375,0.047893704,41.80897137,389.0913303,1.276874908,501.0003991,0.009585933,0.007753431,4.999656408,962.9778307,0.866534516,0.925591592,0.09586188,0.943070993,365.8685972,0.007386809,16.5,0.038915094,51.04725881,367.2830189,24.68160377,10373.67217,0.111989076,0.009196734,148.5424528,0.350335974,0.613426697,215.3743733,0.004844673,6.582477338,0.355406538,16.76481288,0.163623654,0.008981382,1035.434316,0.153708929,3.811815437,0.758622799,0.386637984,9.739618296,25.19053665,21.77019537,27.35251645,27.05788067,27.95196773,3095.068359,19.11011543,0.717442896,1431.562395,0.462530138,3145.605469,0
351,566,815542344,3.742114293,113,2.800134175,745,457.645375,66.07100825,456,256,489,46.85022804,464.9217405,0.21551258,2150355790,0.084875314,6712.935466,92.06284281,2883.99803,53.91916401,30.97200888,7.818705944,0.584296419,2.106176017,2.579737452,3.037797603,0.451901717,0.378900653,0.981782842,0.910476373,-0.135373121,0.724953128,0.369449935,9.285710321,0.012305354,6.832138817,0.613852811,0.025620107,18.57142064,4.475990277,9.697678706,6.769990026,490.1508084,0.1299101,5.41986982,320.2345614,10.80522122,88.77604029,24.44500398,2281.880201,0.457247622,0.025712155,0.159536053,13.30068487,0.006496238,275.035737,0.08368708,11.08637294,88.35256201,1.608296026,143.9236499,0.039032222,0.026561812,4.353447138,2629.82198,0.785080153,0.870700728,0.228599888,0.900796662,79.26840263,0.024530373,48.82972136,0.075587804,14.92072434,82.30804954,273.2925697,24379.78638,4.252655559,0.043209103,172.2167183,0.266589347,0.529388942,42.32373875,0.027309612,6.342631639,0.171216539,239.1804604,2.10414284,0.002743768,213.3546964,0.07312962,0.38619946,0.680383845,0.204037655,9.869981527,48.3733335,39.48912034,52.5,54.55251197,56.35895697,9845.288086,32.91243466,0.564561991,3934.819131,0.39966521,9948.339844,1
1004,1541,5088072835,4.980107371,265.75,3.064053244,1805,1302.54648,162.456672,1333.5,611,1194,113.0506624,1318.680241,-0.640450927,13415817045,0.037611272,42290.24647,912.1214892,122507.1865,-1819.757595,197.7946291,29.19322637,0.736587154,3.822444021,3.434742001,13.99031373,0.35202517,0.266910036,0.988566537,0.931969263,-0.199121032,0.915007782,0.266914369,29.49347835,0.003518127,8.734916335,0.787338848,0.010332537,58.98695669,5.705622014,56.74696387,7.523246924,500.9794942,0.171216505,3.968457775,110.050581,67.68646119,886.690704,14.05331511,13691.41046,0.021011739,0.003090911,0.311684095,240.8573951,0.001879,98.7058527,0.036807901,69.41937985,878.7116723,1.321998838,1192.520216,0.003723711,0.003241106,5.409920328,2299.551478,0.853378132,0.916320522,0.118804294,0.937811803,818.5098788,0.003146903,32.25790988,0.030928006,85.95633953,773.2205177,36.98561841,37104.86769,0.049205942,0.005655051,425.3969319,0.407858995,0.664083307,488.0981139,0.004836346,6.934738702,0.35645933,29.11552247,0.15215996,0.004267733,2311.636616,0.149406119,3.665594501,0.581853811,0.214543889,9.564205267,44.57924809,28.28454746,49.11784299,48.93893676,51.98655175,7629.56543,25.93860538,0.64825651,2891.148765,0.378940163,7715.039063,0
670,1032,2472067807,4.427008657,191.75,2.714184668,1329,866.4645302,109.5827416,880,425,904,78.89679106,877.0154683,-0.428255584,6518147538,0.052916631,18395.34955,360.8905749,20323.2775,-377.0995305,86.2096142,16.94699573,0.665377693,3.050008382,3.09467113,7.238505698,0.377216024,0.29147313,0.988354635,0.927807569,-0.149695107,0.827755345,0.29512866,18.53557171,0.00534354,8.003645303,0.709724548,0.012706782,37.07114342,5.168749342,25.78915248,7.045096909,537.401369,0.1672064,3.596513232,170.074051,29.5830907,360.089608,14.61792159,5708.016179,0.063233232,0.0065912,0.261630224,85.67961581,0.002172495,152.6436333,0.052146588,30.12550649,357.5983735,1.339956195,488.4081482,0.008427462,0.006774375,4.88778233,2475.879602,0.841563923,0.910774975,0.122105257,0.932559322,331.6895202,0.006461249,42.67010309,0.043989797,39.13319269,324.3948454,44.82680412,17551.82268,0.163464061,0.009147449,321.0804124,0.331010734,0.59609056,187.0366328,0.005112147,6.76691575,0.301804605,33.8481709,0.439827301,0.00344951,883.9484703,0.110706173,1.3156062,0.489333623,0.195046039,9.890555621,50.70882584,26.92698461,51.91041713,51.6986838,52.12162759,8382.678223,24.81353345,0.631007152,3162.557085,0.377272872,8474.414063,0
355,552,223591801,3.609588529,107,2.555430896,665,454.7150997,61.09753438,456,233,432,44.5247724,460.8013593,-0.05394204,589548694,0.09179489,5572.070779,105.8947722,1844.620856,-15.69491509,27.50274122,5.290642942,0.675362227,1.744520962,2.337960778,2.043626133,0.488217656,0.423394832,0.984556269,0.916544573,-0.185360238,0.823531456,0.411109515,10.01672041,0.014949823,6.439326869,0.706057576,0.030638577,20.03344081,4.377672822,8.198346041,6.575407874,129.1253561,0.122626169,5.614012873,96.66001899,8.905173028,103.0854701,27.73884141,3027.463438,0.369233492,0.017003834,0.138588138,13.45785321,0.003742181,82.17538456,0.090984557,9.096731571,102.3025294,1.650605549,172.7589896,0.026435997,0.017544362,4.256574009,697.6996238,0.760343051,0.857549858,0.239221195,0.889525438,90.48975994,0.015964793,11.22222222,0.077932099,13.46682099,91.98611111,280.5486111,32774.34028,3.015758756,0.030452188,38.30555556,0.266010802,0.533125154,51.46255215,0.018718926,5.725116887,0.136752137,227.0759549,0.555818854,0.010499929,142.2054916,0.064443337,1.107394622,0.811526083,0.399679128,9.155809399,22.90789973,24.5589215,21.5625,25.58877012,25.58877012,2728.894043,18.59035813,0.756055146,1249.074762,0.457721972,2776.464844,0
655,960.1,1175350617,4.267401815,144,3.592986531,1119,817.5447674,94.08542253,831,395,724,62.30042049,826.6458625,-0.656856222,3099069010,0.06276298,14963.93521,360.1529468,17113.50446,-354.4739559,67.71485056,10.94795448,0.715629058,2.48924239,2.843775909,4.559642762,0.415696534,0.335339507,0.98841521,0.927212861,-0.184604415,0.873052052,0.334001563,18.59981581,0.007976707,7.502301466,0.789142068,0.021292389,37.19963162,4.988388582,19.66570126,6.937996913,254.9953488,0.14825311,4.091886155,107.9523256,24.06863169,356.0709302,18.03255814,6768.90814,0.065612806,0.006518334,0.214161124,68.48944898,0.002363318,94.06934023,0.06107523,25.13152562,354.0029057,1.403573384,504.7200202,0.008391299,0.006824513,4.800789258,1259.198508,0.814344094,0.894856887,0.143331664,0.920072453,324.2077527,0.006495445,18.03349282,0.043142327,41.89865159,315.6507177,79.81339713,29998.98086,0.256777391,0.01232795,125.6172249,0.300519677,0.567454447,169.4522787,0.007568428,6.676856107,0.243023256,62.88155033,0.234262446,0.006919208,577.6764876,0.088166361,2.329044452,0.51560126,0.267261506,9.570705532,35.81026562,20.79813694,37.05153716,36.99266186,37.34687487,4473.083496,18.46381808,0.722961821,1815.962035,0.405975439,4535.15625,0
791.1,1178,2000821057,4.136751023,183,3.044043204,1232,1040.709161,118.6619422,1098,581,651,83.9006669,1050.81201,-1.056814258,5275602396,0.074048287,21130.32325,419.491406,32182.8316,-1097.513615,96.37065425,14.48999023,0.735233568,2.548196574,2.924952022,7.750008125,0.453550551,0.38823101,0.982071129,0.921015954,-0.213791559,0.894927282,0.364927828,19.97465567,0.014839728,7.088904445,0.793725774,0.044192643,39.94931135,4.863623604,27.71516112,6.901937199,202.410596,0.111705627,8.974320083,134.1754967,33.85792899,400.6269316,29.62362031,15276.40949,0.075776066,0.006845974,0.228159558,56.67064851,0.003754946,105.0808808,0.06696946,35.45666925,385.062393,1.582796209,675.377605,0.009124585,0.007492256,4.804880766,1212.69522,0.769570092,0.863686534,0.220468363,0.89772088,334.7329642,0.007182294,21.78318584,0.048192889,33.60550454,226.5818584,324.6681416,175964.7035,0.642860101,0.016563858,193.4336283,0.427950505,0.679513664,140.8454173,0.013739288,6.033064549,0.249448124,308.5972668,0.247283771,0.006277017,490.6165527,0.161243242,2.15827392,0.668284327,0.298413797,9.629971696,32.27053107,23.36538907,32.01586521,34.39488061,34.52546614,4715.771484,21.56589015,0.72184158,1883.984813,0.399507232,4777.734375,1
1094.2,1869,12122398908,5.432460077,397.25,3.223525647,2050,1533.964602,235.0965335,1592,146,1904,165.49282,1561.452314,-0.788528987,31963356496,0.026572782,85085.92876,3395.775744,481260.636,-4781.251211,383.4868343,96.02057228,0.594522423,6.541446203,4.158407216,50.72830435,0.286683108,0.205528012,0.985672232,0.928539127,-0.169846148,0.9014989,0.206514759,57.65324762,0.001717481,9.806214698,0.764239243,0.006229405,115.3064952,6.219508035,119.8768517,7.690575764,1057.934433,0.212778446,3.257145566,132.1198713,136.3714138,3371.354385,10.49034594,42305.07321,0.003241318,0.000601686,0.396426427,1145.673898,0.000389194,121.9241184,0.02621661,137.8185242,3331.400768,1.240112374,4281.470569,0.000695312,0.000622924,5.77621222,4128.86944,0.885022627,0.935020731,0.088421306,0.952213581,3145.042777,0.000608042,53.52081488,0.023702752,147.9601866,2905.605403,20.28875111,84673.17272,0.005909348,0.000925057,1045.463242,0.463004093,0.707581261,1944.331841,0.000793208,7.142544606,0.454143202,15.44017335,0.1216384,0.00204958,8182.733766,0.289314767,3.925046234,0.637315226,0.171737772,9.522167655,55.44597184,38.55439542,58.43385684,57.46347345,58.55406156,13004.73633,35.33656208,0.594963487,4494.984293,0.345642094,13109.76563,1
922,1355,49851143480,4.657751085,204,4.155720656,1511,1174.008306,133.8526841,1212,303,1208,88.67230746,1186.719831,-1.094919487,36817641156,0.049044632,30008.45578,1348.266565,91899.94556,-1998.106036,147.3058074,17.59543758,0.779561451,2.878978941,2.943400353,7.812681269,0.427175303,0.355314543,0.992955598,0.947486048,-0.221327261,0.853850206,0.32287819,36.27254283,0.006991442,8.108615215,0.808206432,0.018785847,72.54508567,5.438155483,41.22531125,7.774651451,4168.842025,0.117770553,7.253979321,1736.081869,48.10372483,1306.851856,30.19255325,44021.95028,0.023032233,0.001030117,0.139731948,142.7352549,0.000259429,1431.901113,0.04707033,50.84816986,1282.728956,1.896343967,2573.165915,0.001780307,0.001077289,5.34677775,24323.72621,0.778202723,0.854252956,0.39155441,0.893792114,1132.89809,0.000990542,157.1946511,0.031609622,75.99337432,945.8696964,1535.172733,2428467.876,0.998211303,0.001998123,1290.621154,0.259525669,0.522367393,437.1255993,0.001336454,7.797681442,0.140488163,1484.506276,1.387751146,0.000324023,2356.008303,0.087010476,0.456872885,0.482223452,0.164677726,12.74744645,77.40844328,41.72484653,84.22119749,84.89592988,84.89592988,26059.85431,37.32816676,0.584275975,7275.241565,0.279174299,26143.24909,0
1787,2510.7,14060296903,5.535113109,392,2.915401192,2904,2115.364786,231.2390574,2092.5,1224,1680,160.8295827,2135.207376,0.083548738,37073048475,0.025372577,84342.36142,1491.559343,404720.0945,1378.461646,379.4819792,118.5191373,0.520969362,8.224915751,4.413220446,46.17104691,0.219273964,0.135509095,0.977082439,0.900474426,-0.153011846,0.890156849,0.140848224,37.76630017,0.001183842,10.11583174,0.563315678,0.00395094,75.53260034,6.25570702,124.5002791,7.329737983,953.8540856,0.309291208,1.237995865,78.24902724,135.0123455,1514.08463,5.227626459,7859.57166,0.005496668,0.00165239,0.512100878,769.1451152,0.001194473,74.83397114,0.025232703,136.1096745,1514.104111,1.129234167,1709.290363,0.001801182,0.00168216,5.75425874,2757.13804,0.928504968,0.961638232,0.045435156,0.971430474,1470.772874,0.00165589,43.57173795,0.023590546,151.5162744,1507.725501,4.919328641,7361.028154,0.005718151,0.002138437,915.3345966,0.495579099,0.731570747,1094.438836,0.001878448,7.01494796,0.598897536,2.131314656,0.147334383,0.002809158,9579.06696,0.31879627,4.295870415,0.569634342,0.215356386,9.773833503,45.38446091,27.84169816,45.09988914,46.88437406,46.88437406,8053.417969,25.85254755,0.682223691,2848.02734,0.353642062,8131.640625,1
1092.5,1450.5,1294111359,4.474315038,175.5,3.700683566,1665,1283.563144,108.2488077,1299,751,914,71.00141519,1291.3827,-0.634341057,3412207685,0.055472154,20134.93158,521.0881973,24034.90108,-298.6377067,79.28695447,27.6913817,0.47799046,3.871798324,3.425791649,12.15908365,0.342756205,0.255904492,0.981303864,0.911482289,-0.199241024,0.904776133,0.254910886,22.54282155,0.006172181,7.82298032,0.678123786,0.02136334,45.08564309,5.054027937,26.74458404,6.60951687,164.1108247,0.211483022,2.697862419,43.04639175,32.3883632,511.0167526,9.786082474,5204.759021,0.024792854,0.005742281,0.387741841,182.3961941,0.004241808,39.27266518,0.054044649,33.38608003,509.0494848,1.230669723,633.0144148,0.006515945,0.005986187,4.807770767,643.700172,0.8840553,0.936062649,0.083572181,0.952412776,483.3350389,0.005880514,15.51955307,0.043350707,44.41663025,479.2206704,13.29608939,6914.187151,0.036251327,0.009656557,152.2905028,0.425392466,0.677633796,309.4753004,0.008754019,6.181319522,0.461340206,8.597609313,0.095970224,0.011389247,1341.20925,0.133722014,5.246859578,0.658993163,0.225823735,5.901230335,26.13201987,23.4375,20.84203985,27.25207848,27.98779031,1998.413086,17.22082243,0.686978017,1116.858433,0.558872658,2046.09375,1
